"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
9,0.160353899002075,"pyfixest.feols",3,"simple",10,1e+05
9,0.0185799598693848,"FixedEffectModels.reg",3,"simple",10,1e+05
9,0.0777199268341064,"lfe::felm",3,"simple",10,1e+05
9,0.0815804004669189,"fixest::feols",3,"simple",10,1e+05
10,0.112513303756714,"pyfixest.feols",2,"simple",10,1e+05
10,0.0115671157836914,"FixedEffectModels.reg",2,"simple",10,1e+05
10,0.211654424667358,"lfe::felm",2,"simple",10,1e+05
10,0.0696382522583008,"fixest::feols",2,"simple",10,1e+05
10,0.133143901824951,"pyfixest.feols",3,"simple",10,1e+05
10,0.0199370384216309,"FixedEffectModels.reg",3,"simple",10,1e+05
10,0.0743494033813477,"lfe::felm",3,"simple",10,1e+05
10,0.0433719158172607,"fixest::feols",3,"simple",10,1e+05
11,0.126085042953491,"pyfixest.feols",2,"simple",10,1e+05
11,0.0259609222412109,"FixedEffectModels.reg",2,"simple",10,1e+05
11,0.0657427310943604,"lfe::felm",2,"simple",10,1e+05
11,0.0293614864349365,"fixest::feols",2,"simple",10,1e+05
11,0.16026759147644,"pyfixest.feols",3,"simple",10,1e+05
11,0.0178358554840088,"FixedEffectModels.reg",3,"simple",10,1e+05
11,0.0773482322692871,"lfe::felm",3,"simple",10,1e+05
11,0.0442650318145752,"fixest::feols",3,"simple",10,1e+05
2,0.120360136032104,"pyfixest.feols",2,"difficult",5,1e+05
2,0.0104660987854004,"FixedEffectModels.reg",2,"difficult",5,1e+05
2,0.0638217926025391,"lfe::felm",2,"difficult",5,1e+05
2,0.0263993740081787,"fixest::feols",2,"difficult",5,1e+05
2,3.362637758255,"pyfixest.feols",3,"difficult",5,1e+05
2,0.130779981613159,"FixedEffectModels.reg",3,"difficult",5,1e+05
2,4.52872395515442,"lfe::felm",3,"difficult",5,1e+05
2,0.230688571929932,"fixest::feols",3,"difficult",5,1e+05
3,0.115534782409668,"pyfixest.feols",2,"difficult",5,1e+05
3,0.0263240337371826,"FixedEffectModels.reg",2,"difficult",5,1e+05
3,0.0677857398986816,"lfe::felm",2,"difficult",5,1e+05
3,0.0229313373565674,"fixest::feols",2,"difficult",5,1e+05
3,3.29807901382446,"pyfixest.feols",3,"difficult",5,1e+05
3,0.130552053451538,"FixedEffectModels.reg",3,"difficult",5,1e+05
3,2.63694190979004,"lfe::felm",3,"difficult",5,1e+05
3,0.233487129211426,"fixest::feols",3,"difficult",5,1e+05
4,0.121389150619507,"pyfixest.feols",2,"difficult",5,1e+05
4,0.00864601135253906,"FixedEffectModels.reg",2,"difficult",5,1e+05
4,0.0592706203460693,"lfe::felm",2,"difficult",5,1e+05
4,0.0275285243988037,"fixest::feols",2,"difficult",5,1e+05
4,3.53264331817627,"pyfixest.feols",3,"difficult",5,1e+05
4,0.128898143768311,"FixedEffectModels.reg",3,"difficult",5,1e+05
4,4.60959267616272,"lfe::felm",3,"difficult",5,1e+05
4,0.256160736083984,"fixest::feols",3,"difficult",5,1e+05
5,0.121236562728882,"pyfixest.feols",2,"difficult",5,1e+05
5,0.0104739665985107,"FixedEffectModels.reg",2,"difficult",5,1e+05
