"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
2,170.069398403168,"alpaca logit",3,"difficult",3,1e+05
2,1.29787540435791,"fixest logit",3,"difficult",3,1e+05
3,0.269290924072266,"GLFixedEffectModels logit",2,"difficult",3,1e+05
3,0.98214316368103,"alpaca logit",2,"difficult",3,1e+05
3,0.0826187133789062,"fixest logit",2,"difficult",3,1e+05
3,NA,"GLFixedEffectModels logit",3,"difficult",3,1e+05
3,146.570304632187,"alpaca logit",3,"difficult",3,1e+05
3,1.46972346305847,"fixest logit",3,"difficult",3,1e+05
4,0.248076915740967,"GLFixedEffectModels logit",2,"difficult",3,1e+05
4,0.61865758895874,"alpaca logit",2,"difficult",3,1e+05
4,0.0753438472747803,"fixest logit",2,"difficult",3,1e+05
4,NA,"GLFixedEffectModels logit",3,"difficult",3,1e+05
4,136.782423257828,"alpaca logit",3,"difficult",3,1e+05
4,1.0727710723877,"fixest logit",3,"difficult",3,1e+05
2,1.02789497375488,"GLFixedEffectModels logit",2,"simple",3,5e+05
2,0.481159448623657,"fixest logit",2,"simple",3,5e+05
2,1.53690099716187,"GLFixedEffectModels logit",3,"simple",3,5e+05
2,0.894695997238159,"fixest logit",3,"simple",3,5e+05
3,1.0270779132843,"GLFixedEffectModels logit",2,"simple",3,5e+05
3,0.425208806991577,"fixest logit",2,"simple",3,5e+05
3,1.52805709838867,"GLFixedEffectModels logit",3,"simple",3,5e+05
3,0.717055797576904,"fixest logit",3,"simple",3,5e+05
4,1.02494597434998,"GLFixedEffectModels logit",2,"simple",3,5e+05
4,0.610822677612305,"fixest logit",2,"simple",3,5e+05
4,1.5221860408783,"GLFixedEffectModels logit",3,"simple",3,5e+05
4,0.732517004013062,"fixest logit",3,"simple",3,5e+05
2,1.10673499107361,"GLFixedEffectModels logit",2,"difficult",3,5e+05
2,0.475499153137207,"fixest logit",2,"difficult",3,5e+05
2,19.3258550167084,"GLFixedEffectModels logit",3,"difficult",3,5e+05
2,13.6997456550598,"fixest logit",3,"difficult",3,5e+05
3,1.11856579780579,"GLFixedEffectModels logit",2,"difficult",3,5e+05
3,0.469169139862061,"fixest logit",2,"difficult",3,5e+05
3,20.0418329238892,"GLFixedEffectModels logit",3,"difficult",3,5e+05
3,15.9813442230225,"fixest logit",3,"difficult",3,5e+05
4,1.1227650642395,"GLFixedEffectModels logit",2,"difficult",3,5e+05
4,0.476773977279663,"fixest logit",2,"difficult",3,5e+05
4,19.4241449832916,"GLFixedEffectModels logit",3,"difficult",3,5e+05
4,13.4462480545044,"fixest logit",3,"difficult",3,5e+05
2,2.00894498825073,"GLFixedEffectModels logit",2,"simple",3,1e+06
2,0.948445796966553,"fixest logit",2,"simple",3,1e+06
2,2.95087504386902,"GLFixedEffectModels logit",3,"simple",3,1e+06
